,num_airplane,sref,velocity,alpha
2495,1,1.0,135,14
1337,1,0.5,195,8
15952,4,1.5,145,6
2736,1,1.5,40,-8
14759,4,1.0,30,14
11001,3,1.5,90,16
5602,2,1.0,70,12
13885,4,1.0,210,-12
778,1,0.5,325,-18
764,1,0.5,255,-4
14343,4,1.0,225,-20
9836,3,1.0,115,-4
15905,4,1.5,235,-4
8597,3,0.5,95,-4
6553,2,1.0,275,-18
11651,3,1.5,90,14
2418,1,1.0,75,-14
14615,4,1.0,285,20
15128,4,1.5,250,-4
5842,2,1.0,295,-12
11829,3,1.5,330,-8
14334,4,1.0,180,4
15375,4,1.5,185,-14
10349,3,1.0,80,14
2935,1,1.5,60,12
4058,1,1.5,150,-10
3307,1,1.5,295,0
494,1,0.5,205,2
15091,4,1.5,65,6
7853,2,1.5,275,20
15647,4,1.5,245,-16
8940,3,0.5,185,10
915,1,0.5,35,4
11730,3,1.5,160,4
1322,1,0.5,120,20
7107,2,1.5,120,-2
4213,2,0.5,275,6
10538,3,1.0,50,14
581,1,0.5,315,8
15809,4,1.5,80,14
8378,3,0.5,300,20
8153,2,1.5,150,-10
7203,2,1.5,275,-20
1502,1,1.0,45,2
8848,3,0.5,50,-6
7222,2,1.5,45,18
6266,2,1.0,140,-4
12426,4,0.5,65,10
12220,3,1.5,10,18
7916,2,1.5,265,20
2548,1,1.0,75,-6
5988,2,1.0,50,-14
14964,4,1.0,80,4
11281,3,1.5,190,-12
13304,4,0.5,230,2
23,1,0.5,125,-16
2765,1,1.5,185,8
3148,1,1.5,150,18
6383,2,1.0,75,20
5111,2,0.5,215,-4
13379,4,0.5,280,-16
16212,4,1.5,145,-20
5204,2,0.5,30,14
2436,1,1.0,165,-20
7038,2,1.5,100,-14
2258,1,1.0,250,2
5931,2,1.0,90,-2
7024,2,1.5,30,0
13975,4,1.0,10,0
14592,4,1.0,170,16
14412,4,1.0,245,-8
4681,2,0.5,15,18
15236,4,1.5,140,2
11980,3,1.5,110,0
15778,4,1.5,250,-6
1563,1,1.0,25,-2
2176,1,1.0,165,6
5446,2,0.5,265,-6
5238,2,0.5,200,-2
2781,1,1.5,265,-2
4767,2,0.5,120,-20
2429,1,1.0,130,8
4101,2,0.5,40,-8
8100,2,1.5,210,10
10336,3,1.0,15,-12
14797,4,1.0,220,6
8655,3,0.5,60,-14
312,1,0.5,270,16
15468,4,1.5,325,4
6451,2,1.0,90,-12
8267,3,0.5,70,8
4094,1,1.5,330,20
16301,4,1.5,265,-10
4397,2,0.5,220,-4
6075,2,1.0,160,-8
12576,4,0.5,165,16
8818,3,0.5,225,18
6554,2,1.0,280,-16
16274,4,1.5,130,20
9375,3,0.5,85,-2
13627,4,0.5,220,18
1057,1,0.5,95,-6
10850,3,1.0,310,8
15451,4,1.5,240,12
8955,3,0.5,260,-2
7369,2,1.5,130,18
15464,4,1.5,305,-4
6615,2,1.0,260,-20
15305,4,1.5,160,14
5710,2,1.0,285,18
10348,3,1.0,75,12
12583,4,0.5,200,-12
4440,2,0.5,110,-2
16085,4,1.5,160,20
8627,3,0.5,245,14
11042,3,1.5,295,14
11403,3,1.5,150,-20
7126,2,1.5,215,-6
14476,4,1.0,240,-6
1623,1,1.0,325,-8
5390,2,0.5,310,8
2647,1,1.0,245,-18
15648,4,1.5,250,-14
7249,2,1.5,180,-12
15463,4,1.5,300,-6
5637,2,1.0,245,-2
61,1,0.5,315,18
13080,4,0.5,85,16
14469,4,1.0,205,-20
13695,4,1.0,235,-14
5075,2,0.5,35,8
13135,4,0.5,35,0
11936,3,1.5,215,-4
2266,1,1.0,290,18
4524,2,0.5,205,-2
13850,4,1.0,35,2
4855,2,0.5,235,-12
6738,2,1.0,225,16
15131,4,1.5,265,2
10436,3,1.0,190,20
14606,4,1.0,240,2
13022,4,0.5,120,-16
5936,2,1.0,115,8
7992,2,1.5,320,4
9593,3,1.0,200,14
8603,3,0.5,125,8
1339,1,0.5,205,12
5491,2,1.0,165,0
8188,2,1.5,325,18
8174,2,1.5,255,-10
9240,3,0.5,60,-20
13340,4,0.5,85,-10
5447,2,0.5,270,-4
354,1,0.5,155,16
13371,4,0.5,240,10
13146,4,0.5,90,-20
13090,4,0.5,135,-6
8120,2,1.5,310,8
1642,1,1.0,95,-12
12304,4,0.5,105,18
11888,3,1.5,300,-16
15132,4,1.5,270,4
12762,4,0.5,120,10
2560,1,1.0,135,18
7375,2,1.5,160,-12
16120,4,1.5,10,6
2112,1,1.0,170,4
15755,4,1.5,135,-10
9150,3,0.5,260,10
2080,1,1.0,10,-18
3911,1,1.5,65,-10
6557,2,1.0,295,-10
489,1,0.5,180,-8
15175,4,1.5,160,6
2438,1,1.0,175,-16
8291,3,0.5,190,14
11815,3,1.5,260,6
2066,1,1.0,265,-4
15587,4,1.5,270,-10
6396,2,1.0,140,4
12123,3,1.5,175,-8
11660,3,1.5,135,-10
1889,1,1.0,30,20
24,1,0.5,130,-14
3973,1,1.5,50,-12
12391,4,0.5,215,-18
6249,2,1.0,55,4
10626,3,1.0,165,-20
9622,3,1.0,20,-12
1610,1,1.0,260,8
3983,1,1.5,100,8
9868,3,1.0,275,18
2852,1,1.5,295,14
15226,4,1.5,90,-18
4115,2,0.5,110,20
3891,1,1.5,290,-8
10712,3,1.0,270,-16
7361,2,1.5,90,2
9940,3,1.0,310,-6
14901,4,1.0,90,4
12476,4,0.5,315,-16
13583,4,0.5,325,14
9947,3,1.0,20,8
6746,2,1.0,265,-10
16257,4,1.5,45,-14
7789,2,1.5,280,18
1578,1,1.0,100,-14
4971,2,0.5,165,10
10154,3,1.0,80,2
6591,2,1.0,140,16
1349,1,0.5,255,-10
2309,1,1.0,180,20
53,1,0.5,275,2
11323,3,1.5,75,-12
14876,4,1.0,290,-4
557,1,0.5,195,2
14104,4,1.0,330,6
8795,3,0.5,110,14
11302,3,1.5,295,-12
1797,1,1.0,220,4
1813,1,1.0,300,-6
9782,3,1.0,170,14
14928,4,1.0,225,16
13729,4,1.0,80,12
4358,2,0.5,25,2
2641,1,1.0,215,12
13703,4,1.0,275,2
7932,2,1.5,20,10
8618,3,0.5,200,-4
4605,2,0.5,285,-8
11668,3,1.5,175,6
14406,4,1.0,215,-20
827,1,0.5,245,-4
3815,1,1.5,235,8
440,1,0.5,260,20
8667,3,0.5,120,10
1898,1,1.0,75,-4
4047,1,1.5,95,10
12613,4,0.5,25,6
15627,4,1.5,145,-14
13658,4,1.0,50,-4
256,1,0.5,315,-12
10196,3,1.0,290,2
14361,4,1.0,315,16
4817,2,0.5,45,-4
11646,3,1.5,65,4
13498,4,0.5,225,12
5210,2,0.5,60,-16
13226,4,0.5,165,14
11322,3,1.5,70,-14
11950,3,1.5,285,-18
7308,2,1.5,150,-20
11213,3,1.5,175,20
5134,2,0.5,330,0
6397,2,1.0,145,6
14012,4,1.0,195,-10
7971,2,1.5,215,4
3177,1,1.5,295,-8
8997,3,0.5,145,-2
3089,1,1.5,180,-16
506,1,0.5,265,-16
8485,3,0.5,185,-18
15298,4,1.5,125,0
12279,3,1.5,305,10
4883,2,0.5,50,2
4311,2,0.5,115,-8
6467,2,1.0,170,20
1423,1,1.0,300,12
11939,3,1.5,230,2
5245,2,0.5,235,12
11961,3,1.5,15,4
11416,3,1.5,215,6
3929,1,1.5,155,-16
630,1,0.5,235,-20
15023,4,1.5,50,-4
2597,1,1.0,320,8
13696,4,1.0,240,-12
15959,4,1.5,180,20
8755,3,0.5,235,18
1690,1,1.0,10,0
6536,2,1.0,190,-10
7944,2,1.5,80,-8
15213,4,1.5,25,-2
5419,2,0.5,130,-18
16352,4,1.5,195,8
10951,3,1.5,165,0
3423,1,1.5,225,-20
2712,1,1.0,245,-14
5728,2,1.0,50,12
14177,4,1.0,45,-16
8623,3,0.5,225,6
8624,3,0.5,230,8
2001,1,1.0,265,-8
2550,1,1.0,85,-2
15105,4,1.5,135,-8
11850,3,1.5,110,-8
15711,4,1.5,240,-14
1294,1,0.5,305,6
3849,1,1.5,80,-8
15151,4,1.5,40,0
9780,3,1.0,160,10
11085,3,1.5,185,16
15271,4,1.5,315,-12
7138,2,1.5,275,18
9946,3,1.0,15,6
13579,4,0.5,305,6
6806,2,1.0,240,-16
1318,1,0.5,100,12
6385,2,1.0,85,-18
2920,1,1.5,310,-18
11879,3,1.5,255,8
5801,2,1.0,90,-10
8164,2,1.5,205,12
11445,3,1.5,35,-20
4443,2,0.5,125,4
2541,1,1.0,40,-20
15496,4,1.5,140,18
7214,2,1.5,330,2
2934,1,1.5,55,10
1938,1,1.0,275,-8
192,1,0.5,320,-14
1724,1,1.0,180,-16
3580,1,1.5,35,0
527,1,0.5,45,-16
12015,3,1.5,285,-14
9261,3,0.5,165,-20
1001,1,0.5,140,8
561,1,0.5,215,10
10407,3,1.0,45,4
1762,1,1.0,45,18
8583,3,0.5,25,10
11912,3,1.5,95,-10
8599,3,0.5,105,0
2144,1,1.0,330,-16
11992,3,1.5,170,-18
11196,3,1.5,90,-14
4480,2,0.5,310,-6
1745,1,1.0,285,-16
4613,2,0.5,325,8
811,1,0.5,165,6
11363,3,1.5,275,-16
2390,1,1.0,260,14
9656,3,1.0,190,14
14061,4,1.0,115,4
12964,4,0.5,155,-6
10587,3,1.0,295,-14
10575,3,1.0,235,4
3752,1,1.5,245,8
8393,3,0.5,50,8
2564,1,1.0,155,-16
8034,2,1.5,205,4
9674,3,1.0,280,8
5922,2,1.0,45,-20
6150,2,1.0,210,16
6263,2,1.0,125,-10
9321,3,0.5,140,16
12611,4,0.5,15,2
6065,2,1.0,110,14
2263,1,1.0,275,12
14047,4,1.0,45,18
233,1,0.5,200,-16
12626,4,0.5,90,-10
12045,3,1.5,110,4
3475,1,1.5,160,0
2215,1,1.0,35,0
10291,3,1.0,115,-18
10162,3,1.0,120,18
13716,4,1.0,15,-14
13707,4,1.0,295,10
11922,3,1.5,145,10
6789,2,1.0,155,-8
426,1,0.5,190,-8
7048,2,1.5,150,6
13369,4,0.5,230,6
5941,2,1.0,140,18
3496,1,1.5,265,0
3449,1,1.5,30,-10
2665,1,1.0,10,18
15216,4,1.5,40,4
2358,1,1.0,100,-8
13513,4,0.5,300,0
8555,3,0.5,210,-4
11664,3,1.5,155,-2
15593,4,1.5,300,2
15665,4,1.5,10,20
6609,2,1.0,230,10
12317,4,0.5,170,2
4988,2,0.5,250,2
2045,1,1.0,160,-4
6093,2,1.0,250,-14
11840,3,1.5,60,14
4907,2,0.5,170,8
5580,2,1.0,285,10
15167,4,1.5,120,-10
10756,3,1.0,165,-12
2170,1,1.0,135,-6
3882,1,1.5,245,16
9698,3,1.0,75,14
11843,3,1.5,75,20
12824,4,0.5,105,8
12546,4,0.5,15,-2
15955,4,1.5,160,12
7709,2,1.5,205,-16
6788,2,1.0,150,-10
10268,3,1.0,325,20
8476,3,0.5,140,6
5435,2,0.5,210,14
7378,2,1.5,175,-6
6168,2,1.0,300,10
2213,1,1.0,25,-4
12037,3,1.5,70,-12
4263,2,0.5,200,-20
6739,2,1.0,230,18
1247,1,0.5,70,-4
9212,3,0.5,245,8
9624,3,1.0,30,-8
4653,2,0.5,200,4
11861,3,1.5,165,14
5963,2,1.0,250,20
13500,4,0.5,235,16
12273,3,1.5,275,-2
14557,4,1.0,320,-12
7650,2,1.5,235,-8
2753,1,1.5,125,-16
12574,4,0.5,155,12
9986,3,1.0,215,2
15184,4,1.5,205,-18
5964,2,1.0,255,-20
7539,2,1.5,330,-20
549,1,0.5,155,-14
4428,2,0.5,50,16
6777,2,1.0,95,10
8116,2,1.5,290,0
7346,2,1.5,15,14
13115,4,0.5,260,2
15358,4,1.5,100,-6
5500,2,1.0,210,18
10754,3,1.0,155,-16
11361,3,1.5,265,-20
37,1,0.5,195,12
3738,1,1.5,175,-20
12141,3,1.5,265,-14
15983,4,1.5,300,-16
6149,2,1.0,205,14
9181,3,0.5,90,-12
5525,2,1.0,10,-16
14181,4,1.0,65,-8
3801,1,1.5,165,-20
1426,1,1.0,315,18
11878,3,1.5,250,6
10944,3,1.5,130,-14
6016,2,1.0,190,0
13116,4,0.5,265,4
16358,4,1.5,225,20
10474,3,1.0,55,12
7421,2,1.5,65,-4
7575,2,1.5,185,10
14871,4,1.0,265,-14
447,1,0.5,295,-8
15637,4,1.5,195,6
207,1,0.5,70,16
6470,2,1.0,185,-16
9302,3,0.5,45,20
4910,2,0.5,185,14
4720,2,0.5,210,12
5780,2,1.0,310,-10
6764,2,1.0,30,-16
15723,4,1.5,300,10
9309,3,0.5,80,-8
781,1,0.5,15,-12
14718,4,1.0,150,16
9682,3,1.0,320,-18
456,1,0.5,15,10
1186,1,0.5,90,0
8652,3,0.5,45,-20
3132,1,1.5,70,-14
7974,2,1.5,230,10
4147,2,0.5,270,0
10520,3,1.0,285,20
4089,1,1.5,305,10
13189,4,0.5,305,-18
11485,3,1.5,235,18
7121,2,1.5,190,-16
7823,2,1.5,125,2
7155,2,1.5,35,10
12451,4,0.5,190,18
14049,4,1.0,55,-20
6753,2,1.0,300,4
5853,2,1.0,25,10
13598,4,0.5,75,2
1674,1,1.0,255,10
12853,4,0.5,250,-18
9493,3,0.5,25,-18
12868,4,0.5,325,12
3290,1,1.5,210,8
2474,1,1.0,30,14
7978,2,1.5,250,18
8216,3,0.5,140,-10
5263,2,0.5,325,6
1826,1,1.0,40,20
14484,4,1.0,280,10
15171,4,1.5,140,-2
2805,1,1.5,60,4
820,1,0.5,210,-18
14583,4,1.0,125,-2
2097,1,1.0,95,16
7834,2,1.5,180,-18
1712,1,1.0,120,2
1746,1,1.0,290,-14
10321,3,1.0,265,0
11896,3,1.5,15,0
6696,2,1.0,15,16
6665,2,1.0,185,-4
2634,1,1.0,180,-2
1431,1,1.0,15,-14
8234,3,0.5,230,-16
16013,4,1.5,125,2
11186,3,1.5,40,8
15584,4,1.5,255,-16
8753,3,0.5,225,14
8382,3,0.5,320,-14
1849,1,1.0,155,-18
15690,4,1.5,135,-14
6645,2,1.0,85,-2
3495,1,1.5,260,-2
9169,3,0.5,30,6
3300,1,1.5,260,-14
10571,3,1.0,215,-4
287,1,0.5,145,8
9640,3,1.0,110,-18
12813,4,0.5,50,-14
8303,3,0.5,250,-4
8416,3,0.5,165,12
7175,2,1.5,135,8
14115,4,1.0,60,-14
8037,2,1.5,220,10
7326,2,1.5,240,16
7493,2,1.5,100,14
14121,4,1.0,90,-2
14665,4,1.0,210,-6
1340,1,0.5,210,14
15754,4,1.5,130,-12
13312,4,0.5,270,18
4004,1,1.5,205,8
1116,1,0.5,65,-14
4520,2,0.5,185,-10
719,1,0.5,30,-10
908,1,0.5,325,-10
11531,3,1.5,140,-16
7350,2,1.5,35,-20
15903,4,1.5,225,-8
14659,4,1.0,180,-18
526,1,0.5,40,-18
13093,4,0.5,150,0
6104,2,1.0,305,8
8147,2,1.5,120,20
7935,2,1.5,35,16
10311,3,1.0,215,-20
14595,4,1.0,185,-20
10753,3,1.0,150,-18
2696,1,1.0,165,-4
7513,2,1.5,200,12
12854,4,0.5,255,-16
14411,4,1.0,240,-10
14642,4,1.0,95,-10
1350,1,0.5,260,-8
13329,4,0.5,30,10
4946,2,0.5,40,2
3578,1,1.5,25,-4
9250,3,0.5,110,0
516,1,0.5,315,4
1963,1,1.0,75,0
15267,4,1.5,295,-20
4939,2,0.5,330,-12
1301,1,0.5,15,20
6407,2,1.0,195,-16
5452,2,0.5,295,6
11520,3,1.5,85,4
4958,2,0.5,100,-16
8205,3,0.5,85,10
9821,3,1.0,40,8
5778,2,1.0,300,-14
7300,2,1.5,110,6
936,1,0.5,140,4
9568,3,1.0,75,6
5256,2,0.5,290,-8
10400,3,1.0,10,-10
16332,4,1.5,95,10
9218,3,0.5,275,20
16190,4,1.5,35,20
12077,3,1.5,270,-16
6311,2,1.0,40,2
11679,3,1.5,230,-14
457,1,0.5,20,12
1338,1,0.5,200,10
14221,4,1.0,265,-12
14247,4,1.0,70,-2
12284,3,1.5,330,20
14887,4,1.0,20,18
5725,2,1.0,35,6
13408,4,0.5,100,0
11008,3,1.5,125,-12
14633,4,1.0,50,14
9109,3,0.5,55,12
15196,4,1.5,265,6
909,1,0.5,330,-8
8130,2,1.5,35,-14
13235,4,0.5,210,-10
7012,2,1.5,295,18
2234,1,1.0,130,-4
8362,3,0.5,220,-12
16110,4,1.5,285,-14
15382,4,1.5,220,0
2918,1,1.5,300,20
13737,4,1.0,120,-14
1918,1,1.0,175,-6
9012,3,0.5,220,-14
11111,3,1.5,315,-16
8763,3,0.5,275,-8
14927,4,1.0,220,14
2359,1,1.0,105,-6
9812,3,1.0,320,-10
13031,4,0.5,165,2
10820,3,1.0,160,-10
15470,4,1.5,10,8
11816,3,1.5,265,8
11652,3,1.5,95,16
11792,3,1.5,145,2
1302,1,0.5,20,-20
5947,2,1.0,170,-12
1988,1,1.0,200,8
9440,3,0.5,85,2
181,1,0.5,265,6
3411,1,1.5,165,-2
8692,3,0.5,245,18
14985,4,1.0,185,4
11798,3,1.5,175,14
15979,4,1.5,280,18
8813,3,0.5,200,8
13604,4,0.5,105,14
15290,4,1.5,85,-16
7937,2,1.5,45,20
7532,2,1.5,295,8
8683,3,0.5,200,0
2579,1,1.0,230,14
10907,3,1.0,270,-4
11389,3,1.5,80,-6
1689,1,1.0,330,-2
11763,3,1.5,325,-14
4800,2,0.5,285,4
8961,3,0.5,290,10
1025,1,0.5,260,14
13241,4,0.5,240,2
1936,1,1.0,265,-12
12091,3,1.5,15,12
5175,2,0.5,210,-2
1461,1,1.0,165,4
16006,4,1.5,90,-12
1106,1,0.5,15,8
1553,1,1.0,300,20
1002,1,0.5,145,10
7672,2,1.5,20,-6
14527,4,1.0,170,12
5324,2,0.5,305,2
13188,4,0.5,300,-20
8539,3,0.5,130,6
10215,3,1.0,60,-2
14158,4,1.0,275,-12
4805,2,0.5,310,14
8495,3,0.5,235,2
1497,1,1.0,20,-8
8135,2,1.5,60,-4
355,1,0.5,160,18
13246,4,0.5,265,12
12378,4,0.5,150,-2
3576,1,1.5,15,-8
5605,2,1.0,85,18
13790,4,1.0,60,8
2299,1,1.0,130,0
1562,1,1.0,20,-4
9211,3,0.5,240,6
8928,3,0.5,125,-14
5996,2,1.0,90,2
4470,2,0.5,260,16
5441,2,0.5,240,-16
2323,1,1.0,250,6
11383,3,1.5,50,-18
4861,2,0.5,265,0
6386,2,1.0,90,-16
9572,3,1.0,95,14
6951,2,1.5,315,-20
454,1,0.5,330,6
1979,1,1.0,155,-10
13683,4,1.0,175,4
8112,2,1.5,270,-8
10428,3,1.0,150,4
14723,4,1.0,175,-16
15333,4,1.5,300,-14
5552,2,1.0,145,-4
10512,3,1.0,245,4
10257,3,1.0,270,-2
14720,4,1.0,160,20
3466,1,1.5,115,-18
8186,2,1.5,315,14
10060,3,1.0,260,-18
5129,2,0.5,305,-10
1436,1,1.0,40,-4
237,1,0.5,220,-8
2370,1,1.0,160,16
2446,1,1.0,215,0
6972,2,1.5,95,-20
8308,3,0.5,275,6
3377,1,1.5,320,14
3472,1,1.5,145,-6
13224,4,0.5,155,10
8748,3,0.5,200,4
12298,4,0.5,75,6
4451,2,0.5,165,20
14135,4,1.0,160,-16
11785,3,1.5,110,-12
7732,2,1.5,320,-12
10764,3,1.0,205,4
8398,3,0.5,75,18
15159,4,1.5,80,16
5655,2,1.0,10,-8
3901,1,1.5,15,12
1273,1,0.5,200,6
14989,4,1.0,205,12
12193,3,1.5,200,6
12652,4,0.5,220,0
4645,2,0.5,160,-12
2334,1,1.0,305,-14
3331,1,1.5,90,6
15423,4,1.5,100,-2
11762,3,1.5,320,-16
7578,2,1.5,200,16
14668,4,1.0,225,0
11337,3,1.5,145,16
11207,3,1.5,145,8
11596,3,1.5,140,-12
10373,3,1.0,200,20
16062,4,1.5,45,16
14491,4,1.0,315,-18
15452,4,1.5,245,14
11974,3,1.5,80,-12
6079,2,1.0,180,0
1359,1,0.5,305,10
3860,1,1.5,135,14
3990,1,1.5,135,-20
6829,2,1.5,30,-12
8904,3,0.5,330,-20
8162,2,1.5,195,8
4534,2,0.5,255,18
12342,4,0.5,295,10
15906,4,1.5,240,-2
13239,4,0.5,230,-2
13751,4,1.0,190,14
6217,2,1.0,220,-18
8047,2,1.5,270,-12
220,1,0.5,135,0
11530,3,1.5,135,-18
8759,3,0.5,255,-16
13296,4,0.5,190,-14
10567,3,1.0,195,-12
424,1,0.5,180,-12
11299,3,1.5,280,-18
15863,4,1.5,25,-4
13814,4,1.0,180,14
84,1,0.5,105,-20
11362,3,1.5,270,-18
1940,1,1.0,285,-4
6439,2,1.0,30,6
8029,2,1.5,180,-6
7152,2,1.5,20,4
4970,2,0.5,160,8
12849,4,0.5,230,16
1006,1,0.5,165,18
2688,1,1.0,125,-20
11331,3,1.5,115,4
707,1,0.5,295,8
11466,3,1.5,140,-20
2922,1,1.5,320,-14
15773,4,1.5,225,-16
179,1,0.5,255,2
5268,2,0.5,25,16
3770,1,1.5,10,2
4316,2,0.5,140,2
14779,4,1.0,130,12
12797,4,0.5,295,-4
11765,3,1.5,10,-10
734,1,0.5,105,20
3030,1,1.5,210,-8
1537,1,1.0,220,-12
10318,3,1.0,250,-6
8178,2,1.5,275,-2
2759,1,1.5,155,-4
4361,2,0.5,40,8
5664,2,1.0,55,10
4808,2,0.5,325,20
14681,4,1.0,290,-16
1533,1,1.0,200,-20
8554,3,0.5,205,-6
13051,4,0.5,265,0
12605,4,0.5,310,-10
1181,1,0.5,65,-10
8874,3,0.5,180,4
6344,2,1.0,205,-16
2985,1,1.5,310,-14
15835,4,1.5,210,-18
8197,3,0.5,45,-6
3142,1,1.5,120,6
10961,3,1.5,215,20
6040,2,1.0,310,6
2580,1,1.0,235,16
8922,3,0.5,95,16
11035,3,1.5,260,0
349,1,0.5,130,6
2228,1,1.0,100,-16
12717,4,0.5,220,4
6005,2,1.0,135,20
9591,3,1.0,190,10
11254,3,1.5,55,18
15270,4,1.5,310,-14
505,1,0.5,260,-18
7053,2,1.5,175,16
7216,2,1.5,15,6
3500,1,1.5,285,8
6457,2,1.0,120,0
15246,4,1.5,190,-20
12897,4,0.5,145,-14
13167,4,0.5,195,-20
5354,2,0.5,130,20
9172,3,0.5,45,12
3021,1,1.5,165,16
5216,2,0.5,90,-4
5980,2,1.0,10,12
5722,2,1.0,20,0
5104,2,0.5,180,-18
8538,3,0.5,125,4
14580,4,1.0,110,-8
6903,2,1.5,75,10
649,1,0.5,330,18
13659,4,1.0,55,-2
3379,1,1.5,330,18
463,1,0.5,50,-18
5803,2,1.0,100,-6
9538,3,0.5,250,-12
5531,2,1.0,40,-4
16285,4,1.5,185,0
3232,1,1.5,245,18
390,1,0.5,10,4
15033,4,1.5,100,16
10581,3,1.0,265,16
5877,2,1.0,145,16
6652,2,1.0,120,12
11338,3,1.5,150,18
11109,3,1.5,305,-20
982,1,0.5,45,12
5890,2,1.0,210,0
13179,4,0.5,255,4
13373,4,0.5,250,14
16064,4,1.5,55,20
661,1,0.5,65,0
12766,4,0.5,140,18
2887,1,1.5,145,0
15126,4,1.5,240,-8
1877,1,1.0,295,-4
1896,1,1.0,65,-8
12247,3,1.5,145,-12
8263,3,0.5,50,0
3584,1,1.5,55,8
2028,1,1.0,75,4
3670,1,1.5,160,12
14374,4,1.0,55,0
15607,4,1.5,45,-12
16276,4,1.5,140,-18
7083,2,1.5,325,-8
7565,2,1.5,135,-10
303,1,0.5,225,-2
12919,4,0.5,255,-12
2527,1,1.0,295,-6
8126,2,1.5,15,20
5115,2,0.5,235,4
4518,2,0.5,175,-14
8884,3,0.5,230,-18
10280,3,1.0,60,2
10522,3,1.0,295,-18
7782,2,1.5,245,4
8253,3,0.5,325,-20
6571,2,1.0,40,18
564,1,0.5,230,16
1442,1,1.0,70,8
8887,3,0.5,245,-12
11793,3,1.5,150,4
14793,4,1.0,200,-2
13921,4,1.0,65,18
14765,4,1.0,60,-16
2247,1,1.0,195,-20
4531,2,0.5,240,12
15357,4,1.5,95,-8
6984,2,1.5,155,4
4891,2,0.5,90,18
6306,2,1.0,15,-8
5652,2,1.0,320,-14
7680,2,1.5,60,10
2079,1,1.0,330,-20
2406,1,1.0,15,4
11114,3,1.5,330,-10
2313,1,1.0,200,-14
5297,2,0.5,170,-10
2260,1,1.0,260,6
11238,3,1.5,300,-14
13635,4,0.5,260,-8
121,1,0.5,290,12
12086,3,1.5,315,2
2530,1,1.0,310,0
9730,3,1.0,235,-6
8019,2,1.5,130,16
10601,3,1.0,40,14
6915,2,1.5,135,-8
11138,3,1.5,125,-4
8743,3,0.5,175,-6
3126,1,1.5,40,16
5829,2,1.0,230,4
8404,3,0.5,105,-12
5365,2,0.5,185,0
7661,2,1.5,290,14
10823,3,1.0,175,-4
239,1,0.5,230,-4
7390,2,1.5,235,18
16282,4,1.5,170,-6
8972,3,0.5,20,-10
15605,4,1.5,35,-16
6010,2,1.0,160,-12
4527,2,0.5,220,4
14079,4,1.0,205,-2
11096,3,1.5,240,-4
11986,3,1.5,140,12
15380,4,1.5,210,-4
11735,3,1.5,185,14
9278,3,0.5,250,14
8573,3,0.5,300,-10
755,1,0.5,210,20
5746,2,1.0,140,6
14879,4,1.0,305,2
368,1,0.5,225,2
8548,3,0.5,175,-18
15730,4,1.5,10,-18
15795,4,1.5,10,-14
11265,3,1.5,110,-2
8357,3,0.5,195,20
4392,2,0.5,195,-14
16134,4,1.5,80,-8
4188,2,0.5,150,-2
13445,4,0.5,285,-10
13130,4,0.5,10,-10
11830,3,1.5,10,-6
6507,2,1.0,45,16
13613,4,0.5,150,-10
13435,4,0.5,235,12
13802,4,1.0,120,-10
4643,2,0.5,150,-16
2720,1,1.0,285,2
9040,3,0.5,35,0
436,1,0.5,240,12
10559,3,1.0,155,14
10542,3,1.0,70,-20
339,1,0.5,80,-14
14057,4,1.0,95,-4
7321,2,1.5,215,6
15439,4,1.5,180,-12
3179,1,1.5,305,-4
2600,1,1.0,10,14
2337,1,1.0,320,-8
3853,1,1.5,100,0
8771,3,0.5,315,8
9347,3,0.5,270,-16
6760,2,1.0,10,18
2850,1,1.5,285,10
8041,2,1.5,240,18
11579,3,1.5,55,-4
13306,4,0.5,240,6
3732,1,1.5,145,10
8870,3,0.5,160,-4
8621,3,0.5,215,2
6422,2,1.0,270,14
1536,1,1.0,215,-14
2829,1,1.5,180,10
11920,3,1.5,135,6
10052,3,1.0,220,8
9934,3,1.0,280,-18
1850,1,1.0,160,-16
3742,1,1.5,195,-12
806,1,0.5,140,-4
12727,4,0.5,270,-18
13520,4,0.5,10,14
12387,4,0.5,195,16
15772,4,1.5,220,-18
13225,4,0.5,160,12
7942,2,1.5,70,-12
13973,4,1.0,325,-4
10173,3,1.0,175,-2
2526,1,1.0,290,-8
3958,1,1.5,300,0
8739,3,0.5,155,-14
4908,2,0.5,175,10
14812,4,1.0,295,-6
12458,4,0.5,225,-10
3595,1,1.5,110,-12
1453,1,1.0,125,-12
15619,4,1.5,105,12
14005,4,1.0,160,18
4285,2,0.5,310,-18
1000,1,0.5,135,6
6081,2,1.0,190,4
14328,4,1.0,150,-8
8744,3,0.5,180,-4
12922,4,0.5,270,-6
12332,4,0.5,245,-10
6413,2,1.0,225,-4
15683,4,1.5,100,14
15278,4,1.5,25,2
5572,2,1.0,245,-6
4131,2,0.5,190,10
178,1,0.5,250,0
14661,4,1.0,190,-14
7815,2,1.5,85,-14
10489,3,1.0,130,0
1178,1,0.5,50,-16
8006,2,1.5,65,-10
11326,3,1.5,90,-6
2700,1,1.0,185,4
16145,4,1.5,135,14
15679,4,1.5,80,6
9551,3,0.5,315,14
889,1,0.5,230,-6
15321,4,1.5,240,4
15514,4,1.5,230,12
15556,4,1.5,115,12
15653,4,1.5,275,-4
3187,1,1.5,20,12
10873,3,1.0,100,12
